id	document	score	time
34445305	ZeroSSL: XSS to session hijacking, stealing a private key (and password hash)	112	1674160802
34445367	Ultibo – Bare-Metal Pascal for Raspberry Pi	124	1674161112
34445602	Sudoedit can edit arbitrary files	109	1674162326
34445702	Twitterrific has been discontinued	505	1674162909
34445873	ChatRWKV, like ChatGPT but powered by the RWKV (RNN-based, open) language model	300	1674163772
34446513	Nuclear explosion impact on humans indoors (2022)	116	1674166951
34446673	How to own an airline in 3 easy steps and grab the TSA nofly list along the way	1028	1674167952
34446704	How to destroy a certificate authority in one month	276	1674168191
34447883	T-Mobile says investigating data breach involving 37M accounts	188	1674176746
34447945	The Art of Money Getting or Golden Rules for Making Money by P. T. Barnum (1880)	194	1674177226
34448211	The Grapes of Wrath’s Foreshadowing of the Cold War (2018)	168	1674179308
34448524	Twitter TOS Change	106	1674182337
34448576	CarSized: A way to visualise car dimensions	396	1674182780
34449527	Deep learning tuning playbook	175	1674191832
34449626	I've procrastinated working on my thesis for more than a year	577	1674192924
34450059	SSHD: Random boot time relinking, OpenBSD	101	1674198893
34450096	Ask HN: Where are all the parties?	298	1674199446
34450550	Lights have been on at this school for a year because no one can turn them off	132	1674204829
34450880	Runlike: Given an existing Docker container, prints the command line to run it	191	1674208308
34451002	Surprising things that CSS can animate (2020)	295	1674209624
34451051	Google to reduce workforce by 12k	1479	1674210061
34451344	Choosing a Postgres primary key	220	1674212130
34451373	Can a Human See a Single Photon? (1996)	167	1674212284
34451566	The myth of the myth of the 10x programmer (2020)	270	1674213685
34452526	Replacing Pandas with Polars	103	1674219697
34452845	Amazon job cuts: Read the memos	132	1674221354
34453130	The Rise of Steel Part II	112	1674222876
34453701	Wayfair is laying off 1,750 workers	184	1674225376
34453877	ChatGPT is not all you need. A SOTA Review of large Generative AI models	157	1674226292
34453971	Mercedes-Benz workforce to receive record profit-sharing bonus	397	1674226773
34454124	Rust in 2023: Growing Up	105	1674227495
34454158	Idris: A language for type-driven development	275	1674227619
34454165	🥺: the best sudo replacement	335	1674227655
34454184	Pipe Operator (|>) For JavaScript	309	1674227731
34455518	Ask HN: Has anyone successfully started their career over in their 30s?	213	1674232437
34455555	The exploited labor behind artificial intelligence (2022)	171	1674232556
34455854	Ask HN: Google spam filter getting worse?	158	1674233427
34455934	Tell HN: Sometimes you don't realise how bad something is until you leave	756	1674233664
34456416	Job Hunting in 2022	309	1674235453
34456573	Lean – Theorem Prover	101	1674236095
34456904	General technology for enabling AI capabilities with LLMs and Generative models	104	1674237216
34457130	GitHub Sunsetting Subversion Support	319	1674238074
34457143	Towards a Reproducible F-Droid	219	1674238130
34457224	Drug-resistant cases of gonorrhea detected in the US	119	1674238454
34457508	Script Kit: cross-platform, scriptable, automatic shortcuts to everything	136	1674239495
34457657	Tweetbot. April 2011 – January 2023	727	1674239981
34457663	NRC Certifies First U.S. Small Modular Reactor Design	588	1674240033
34457730	Show HN: Timeretain – Track, visualize, and export your hours	105	1674240319
34457900	Citizen scientists report global rapid reductions in the visibility of stars	318	1674240878
34458414	Large Transformer Model Inference Optimization	136	1674242827
34458695	Microsoft held an invite-only concert for execs, 1 day before announcing layoffs	167	1674243924
34459053	From Zero to main(): Bare metal C (2019)	255	1674245255
34459666	Elizabeth Holmes bought one-way ticket to Mexico after convicted of fraud	127	1674247469
34460821	New York got it wrong on cybersecurity and the right to repair	120	1674252943
34460868	Ain't it funny how the knight moves?	312	1674253143
34460997	Tell HN: From bartending to managing cloud infrastructure	221	1674253839
34461265	Offsec.tools – A vast collection of security tools	112	1674255217
34461351	Fighting murder convictions that rest on shoddy stats	120	1674255656
34461808	Summer Afternoon – A WebGL Experiment	930	1674258089
34462122	IRS Free File: Do Your Taxes for Free	386	1674259761
34462176	Viral illnesses may increase chances of developing neurodegenerative diseases	133	1674260142
34462443	You don't have to engage with people on the Internet	279	1674261744
34462926	Techniques to improve reliability	302	1674265702
34463677	iPhones and iPads Now Require a Passcode on Every Backup/Sync	122	1674272859
34463718	An instruction oddity in the ppc64 (PowerPC 64-bit) architecture	123	1674273365
34463828	Kernel-WASM: Sandboxed kernel mode WebAssembly runtime for Linux	103	1674274529
34463869	Self-Soldering Circuits [video]	223	1674274962
34464063	Information about a recent security incident at Mailchimp	106	1674277672
34464512	GNU Octave	313	1674284682
34464865	Andromeda Invaders: A retro-style game written in HTML5, Canvas, and Web Audio	167	1674289719
34464951	A page with no code	375	1674291084
34465008	Make up a guy	211	1674291725
34465455	The 88x31 GIF Collection	239	1674297796
34465941	Microsoft is checking everyone's bags for unsupported Office installs	132	1674303842
34466693	VSCode Swift 1.0	112	1674311806
34466747	A Dump of the Raw Stadia Controller BT Firmware	173	1674312371
34466766	Area 120, Google’s in-house incubator, severely impacted by Alphabet mass layoff	122	1674312515
34466910	The Website Obesity Crisis (2015)	114	1674313849
34466934	US Pilot Shot Down Four Soviet MiGs in 30 minutes – A secret for 50 years	153	1674314052
34466985	Direct Memory Access computing machine RP2040	181	1674314435
34467490	My husband was right about DVDs	324	1674318138
34467523	An unexpected benefit of unit tests	189	1674318367
34467636	Amazon Smile Gets a Frown	113	1674319155
34467714	A large network of fake Google Maps comments/reviews and fake businesses	263	1674319770
34467928	Capital One axes 1k tech roles	212	1674321181
34467931	What to do when you’ve ruined your life	110	1674321220
34467937	Quiet, ultrathin AirJet solid state active cooling chips could replace fans	159	1674321266
34467952	Thoughts on the Python packaging ecosystem	130	1674321361
34468212	The Globus INK: a mechanical navigation computer for Soviet spaceflight	146	1674322675
34468644	Buy hi-resolution satellite images of any place on earth	713	1674324863
34468654	The McMurdo Webcams	120	1674324944
34469078	Vikunja – Open-source, self-hostable to-do app	322	1674327192
34469154	Ask HN: Great text based games to play?	218	1674327733
